ID,y
1162,96.87438
1165,110.838615
1166,97.17485
1167,101.92161
1168,103.28192
1169,102.16594
1171,118.42909
1172,102.64942
1173,102.16594
1174,97.67234
1176,106.3764
1177,108.552185
1178,96.126915
1182,111.70657
1186,101.548996
1187,104.92645
1188,92.70104
1189,113.63375
1191,105.903046
1192,95.934006
1197,111.64313
1198,94.63144
1200,79.22746
1201,94.194786
1203,98.02906
1209,117.14091
1214,107.74273
1218,110.73686
1222,98.70685
1226,97.087006
1228,96.807976
1230,104.0818
1232,79.11838
1233,108.66802
1236,113.390854
1238,100.85639
1241,110.787056
1244,99.058685
1246,102.251656
1247,99.83351
1250,104.6303
1251,99.66556
1254,105.27556
1255,98.26108
1256,109.44611
1257,98.16767
1258,111.373436
1259,112.1106
1260,93.07171
1263,112.30595
1267,79.50399
1268,110.31359
1271,97.43284
1272,107.846085
1274,105.32824
1275,96.87438
1276,108.82256
1277,89.97367
1279,92.21731
1281,98.531876
1282,92.70104
1283,106.24369
1285,105.30988
1286,94.402855
1289,112.06288
1296,98.22223
1299,101.96886
1301,103.415955
1306,89.91404
1307,95.69757
1308,93.98204
1313,108.82256
1314,95.50879
1315,109.83815
1316,92.44096
1317,108.42581
1319,92.56851
1323,106.484985
1324,108.799965
1325,96.63417
1328,102.98119
1329,91.62179
1330,103.27054
1331,99.86355
1332,104.540344
1337,101.210144
1338,98.91674
1339,91.5929
1340,101.75942
1343,107.8958
1347,111.88416
1348,96.929436
1349,107.433876
1352,94.20118
1354,103.793236
1359,111.402596
1360,101.11039
1363,108.746765
1364,99.90092
1365,103.99646
1366,101.74621
1372,98.903656
1375,98.75995
1376,97.27212
1378,95.82682
1379,108.18089
1380,101.44998
1381,102.82807
1384,109.39178
1387,100.34235
1388,105.97941
1392,75.0081
1394,102.27026
1395,94.37591
1396,109.91365
1398,96.39524
1399,109.91365
1400,90.64866
1401,92.83297
1403,101.32973
1404,97.86156
1406,109.91365
1407,94.10446
1408,112.13405
1410,80.5058
1412,109.438736
1413,93.00915
1415,96.69083
1420,112.13405
1422,110.612724
1423,100.28135
1424,112.13405
1425,98.59351
1426,80.5058
1427,102.54665
1429,95.94165
1430,108.82636
1431,103.18757
1432,100.297356
1434,109.12218
1437,94.10764
1438,104.77052
1440,109.711655
1441,106.603546
1442,95.176704
1444,107.66903
1445,96.67805
1446,104.75926
1448,94.56409
1453,92.59655
1454,109.438736
1455,92.869514
1456,106.49702
1458,109.438736
1459,95.16009
1461,96.27667
1465,100.34235
1466,110.52008
1469,106.41527
1472,92.59655
1474,96.23056
1477,108.28946
1479,107.50683
1482,109.60672
1483,77.90775
1487,94.635086
1488,105.77866
1490,115.78075
1492,105.21836
1494,118.31163
1496,98.93506
1497,98.332954
1499,103.84302
1502,94.78972
1507,102.71365
1508,94.20118
1509,102.71322
1511,92.69472
1512,107.5627
1513,117.530235
1514,98.960335
1518,112.88466
1519,91.49255
1522,111.90749
1524,77.9656
1527,95.176704
1529,94.95994
1532,106.298965
1536,113.578
1537,117.18483
1539,101.892944
1542,111.9347
1543,97.27212
1544,105.164246
1545,80.161674
1550,94.52369
1551,102.67919
1554,115.916985
1556,109.19922
1559,94.403564
1560,77.30164
1562,98.35284
1566,91.57307
1567,111.908005
1569,105.09793
1570,109.911575
1571,108.81817
1574,94.20118
1578,106.88504
1580,93.08843
1583,105.140175
1584,94.20118
1585,107.510666
1586,103.99321
1587,112.695786
1588,95.46316
1590,116.531075
1592,104.15672
1596,96.02815
1598,106.77263
1599,95.31896
1604,108.36747
1606,102.15144
1607,93.00915
1608,99.39056
1609,117.13823
1611,96.4614
1613,96.19284
1616,97.75956
1619,108.33711
1620,93.5829
1621,112.142
1622,98.6588
1625,108.8112
1627,117.13823
1629,102.2889
1634,97.86368
1636,95.14637
1638,106.79403
1639,97.36484
1641,101.79623
1643,95.00642
1644,103.76784
1645,118.1952
1646,104.468056
1647,114.59721
1648,95.977165
1652,93.08843
1653,113.169624
1656,95.4312
1658,95.31896
1659,108.902695
1661,102.06243
1663,93.00915
1664,104.883934
1665,95.124825
1666,109.19922
1667,100.929535
1668,78.903824
1669,101.92011
1670,95.22957
1672,113.006485
1674,104.89197
1677,105.77866
1678,92.66745
1679,111.56775
1680,100.88647
1683,111.44183
1686,104.54188
1687,110.415085
1689,106.63389
1690,98.39486
1691,115.88189
1692,113.39016
1693,94.20118
1695,95.972946
1696,92.59655
1697,108.902695
1700,109.19922
1701,97.218056
1702,112.669395
1703,92.44609
1704,105.68473
1706,95.43923
1707,109.87218
1708,97.18349
1710,92.56871
1711,106.705376
1713,101.57306
1717,110.04606
1719,106.88504
1720,96.14891
1722,94.56094
1725,104.253456
1726,96.49613
1727,101.330376
1729,105.22327
1730,90.62688
1731,107.148445
1733,109.19922
1734,94.792435
1735,110.612724
1738,96.19284
1742,103.93925
1745,104.89197
1747,95.38409
1749,101.37953
1751,97.633705
1752,77.54888
1753,104.07288
1754,96.13631
1755,94.54078
1756,102.088524
1758,106.14543
1759,92.81071
1760,107.65339
1761,108.72102
1762,91.59643
1763,106.152374
1764,109.33535
1766,101.60363
1768,92.10443
1769,80.365616
1771,109.42107
1772,97.83862
1773,110.423485
1774,98.85187
1775,108.683334
1777,111.8039
1779,92.81071
1780,108.00901
1787,92.44609
1788,94.915634
1790,96.0241
1796,113.23244
1801,90.23339
1803,93.77037
1807,112.42775
1809,106.233894
1812,96.89125
1813,108.19169
1814,101.93475
1815,109.86424
1816,96.09312
1818,92.85868
1820,91.765366
1821,115.92308
1822,95.60483
1825,96.04884
1826,107.72663
1828,96.129944
1831,103.664024
1836,100.866394
1837,95.43223
1841,96.23056
1844,104.31935
1848,91.045334
1851,101.892944
1852,95.159035
1853,95.93566
1854,97.43408
1856,103.22815
1859,106.233894
1860,98.027534
1861,78.05249
1863,110.67024
1865,96.6066
1866,104.53835
1867,95.93922
1868,92.829
1872,95.07156
1879,99.193085
1880,108.047676
1882,97.11854
1885,111.222435
1887,104.31805
1888,94.980774
1890,104.191055
1894,96.80472
1895,102.48076
1896,93.34566
1897,108.802505
1900,110.24365
1901,94.403564
1902,107.47858
1905,98.547264
1906,108.325
1912,106.66667
1915,96.50685
1916,108.74118
1917,93.66647
1918,105.195885
1920,78.93781
1923,100.59702
1924,103.13734
1925,96.49613
1930,117.13823
1932,115.43425
1933,111.62689
1934,110.52204
1935,94.297356
1940,80.5058
1941,97.64922
1942,116.30074
1943,105.62056
1944,93.08462
1945,101.863304
1948,117.18483
1949,92.33434
1952,98.66058
1954,93.94085
1955,118.090225
1958,96.356995
1959,84.75438
1960,106.152374
1963,96.78202
1965,103.21407
1968,103.26957
1969,99.90092
1971,96.97565
1972,111.02319
1973,92.86238
1975,91.80832
1977,101.588356
1978,97.12261
1979,109.1894
1981,92.650856
1982,110.34187
1987,110.62636
1988,91.57307
1993,104.33986
1997,92.91093
1999,95.96595
2001,95.93251
2002,115.34885
2003,100.048805
2004,77.86099
2006,111.86435
2007,94.42465
2009,107.65339
2010,92.70664
2013,102.460495
2018,78.60885
2022,98.25023
2024,107.59733
2025,96.831314
2026,103.53695
2030,107.42432
2031,95.89315
2032,106.66667
2033,96.118
2035,99.49903
2036,113.74026
2037,93.99688
2040,95.752365
2043,109.496445
2044,131.27274
2046,106.24861
2054,109.17783
2055,95.95849
2056,108.00901
2059,94.405594
2060,94.403564
2062,92.55605
2063,109.32757
2066,96.80472
2067,117.00591
2072,100.57202
2073,107.98646
2074,108.47678
2075,100.02873
2076,96.02946
2080,95.484634
2082,94.403564
2085,99.826256
2087,107.67864
2091,107.73641
2092,95.84009
2093,108.00901
2098,100.8343
2101,106.152374
2102,92.82825
2103,80.5058
2105,104.22034
2106,93.91217
2107,100.825905
2110,96.63615
2114,98.550896
2115,113.82769
2117,87.22353
2118,96.22403
2119,105.50312
2120,96.71882
2122,102.766846
2123,113.3909
2126,94.77883
2127,108.60457
2128,95.73299
2129,111.45151
2132,110.99517
2135,105.340866
2138,103.99211
2139,117.13823
2141,110.38823
2142,94.1377
2146,97.53592
2151,110.90058
2157,104.43862
2159,100.77774
2162,92.49616
2164,117.0912
2167,95.35138
2168,110.09761
2171,98.00944
2173,95.10542
2174,104.76184
2175,94.74584
2178,93.51347
2180,96.61743
2185,111.21163
2189,93.78695
2190,112.48987
2192,102.070465
2194,112.52857
2200,104.027985
2201,98.271255
2203,108.595314
2204,97.216194
2205,110.36443
2209,109.60761
2213,102.82135
2214,93.89316
2215,108.83337
2216,98.38593
2218,94.90413
2219,110.14045
2220,101.76654
2222,99.06737
2223,105.04529
2225,110.19276
2226,93.33304
2230,100.44525
2233,111.53349
2234,107.435776
2235,97.216194
2236,77.28364
2237,92.373886
2240,116.170555
2241,95.92293
2248,104.267136
2249,96.72072
2250,101.79664
2252,110.100815
2253,99.18191
2254,111.67696
2256,79.53198
2258,94.039764
2259,102.24135
2262,97.06505
2265,94.888176
2266,104.04433
2269,99.981064
2271,103.74344
2273,95.09167
2274,108.35592
2275,98.063614
2277,98.5229
2279,97.216194
2280,76.74622
2282,96.61743
2283,101.93133
2288,96.32475
2289,107.47461
2291,96.25814
2292,117.55827
2297,108.767815
2298,105.95662
2299,97.77589
2300,111.27898
2301,92.72011
2304,94.6131
2305,101.904205
2306,97.06505
2308,93.98931
2309,101.20958
2311,104.346985
2312,100.56897
2316,103.17658
2321,103.8644
2322,106.84698
2325,105.89619
2326,93.40597
2329,117.55827
2330,99.080666
2331,101.28599
2332,111.60896
2333,97.06505
2334,103.71111
2335,111.05442
2337,105.34281
2338,102.68614
2340,111.60896
2342,97.88515
2345,92.66375
2349,94.994644
2351,77.775185
2352,95.651
2354,109.41359
2355,112.40649
2357,110.19276
2358,96.19717
2360,95.21285
2361,109.41359
2364,95.060234
2366,99.144684
2369,99.16653
2370,95.02723
2371,110.85652
2373,102.30446
2374,105.38768
2376,112.58989
2378,106.79963
2382,103.24489
2383,93.18834
2386,107.91484
2387,99.71716
2389,97.98396
2390,104.60759
2392,93.196556
2398,111.60896
2399,94.90443
2400,98.73583
2401,111.61689
2402,97.44115
2404,99.37718
2407,104.686966
2408,101.217705
2409,104.6271
2412,85.01619
2413,101.840225
2415,94.31275
2420,101.178116
2422,99.18429
2423,103.46754
2426,94.57221
2432,98.71264
2434,91.639
2435,95.673004
2436,109.85536
2438,106.06145
2440,106.695946
2443,101.51948
2444,91.32344
2447,104.267136
2450,94.43942
2454,104.470955
2455,108.439224
2459,97.06505
2460,103.49909
2463,96.636795
2465,99.28518
2468,80.42588
2469,95.78297
2474,95.59146
2478,94.86706
2480,90.46371
2481,116.170555
2489,96.61743
2490,101.652435
2492,94.92842
2496,97.06505
2497,99.73726
2500,95.84263
2505,96.012695
2507,99.336006
2508,110.36443
2509,94.98572
2510,77.2133
2513,91.132286
2515,96.61743
2518,93.18834
2519,103.660225
2520,93.18834
2521,108.22803
2523,100.23316
2525,96.81
2529,110.36443
2530,96.13602
2533,104.98179
2535,91.899124
2538,100.13226
2544,106.49715
2553,110.69354
2556,93.89803
2558,92.10709
2559,110.7454
2560,94.36859
2561,108.53541
2562,97.17113
2563,106.88139
2564,90.51328
2565,111.98214
2567,98.099045
2572,94.227455
2575,97.25313
2576,113.31413
2577,96.81767
2578,97.46297
2579,109.21865
2580,93.15922
2582,103.40998
2583,91.6354
2587,90.64974
2589,109.22502
2590,97.237114
2591,110.36443
2594,97.25636
2597,96.54466
2598,105.18271
2599,95.39574
2600,100.27807
2602,116.151024
2603,94.227455
2604,96.94198
2606,100.5344
2607,77.64736
2608,100.48106
2613,110.36443
2614,102.118866
2615,111.55143
2617,109.47234
2620,100.74964
2623,108.18983
2624,99.75369
2627,110.36443
2629,77.64736
2630,95.19212
2632,101.9093
2636,95.877975
2639,105.3125
2640,110.60432
2642,110.36443
2644,107.38527
2646,99.68747
2647,97.504395
2649,93.851715
2650,102.795555
2652,108.36022
2653,97.88936
2655,101.499886
2657,112.05761
2659,107.41859
2662,92.98873
2663,116.170555
2664,95.966484
2665,101.92302
2670,98.56965
2671,108.03647
2672,90.41486
2675,108.36022
2677,109.35781
2679,99.083786
2683,108.703804
2684,96.942635
2685,104.71043
2688,107.96076
2689,103.83735
2690,103.28354
2693,102.730255
2694,108.14736
2697,104.52897
2699,95.93281
2703,94.29012
2705,106.92132
2709,84.184906
2710,94.512886
2711,108.46087
2712,96.91119
2713,98.37335
2714,109.01259
2715,97.8769
2717,93.652435
2718,110.95172
2720,107.4273
2721,96.64624
2726,102.00959
2728,90.86425
2731,104.216736
2732,109.97598
2734,95.74253
2736,102.69327
2737,96.46257
2738,104.6495
2739,100.362305
2746,95.49647
2749,105.50147
2751,118.70677
2752,101.737175
2753,97.309685
2757,101.88151
2758,96.35977
2759,109.13081
2760,100.2083
2762,110.94784
2764,93.20375
2765,107.77549
2769,107.2298
2771,106.12814
2774,93.351845
2776,92.76143
2777,98.96667
2778,96.687836
2779,106.06398
2782,94.26401
2784,93.717735
2787,94.71163
2789,96.69085
2792,97.577286
2798,94.732765
2799,101.360504
2800,95.85063
2801,77.41187
2802,95.40337
2804,96.86792
2807,104.096924
2808,100.316154
2809,99.59537
2811,116.99551
2812,95.25153
2814,93.34775
2816,98.824425
2817,109.497604
2818,100.10321
2820,101.930084
2821,84.56236
2822,97.05543
2823,110.56926
2824,96.65169
2826,96.86654
2829,96.90259
2834,96.93947
2835,79.264915
2838,94.91976
2839,108.04034
2840,91.514915
2841,106.00498
2842,97.06505
2846,113.0999
2848,101.16377
2849,93.875206
2850,109.01259
2851,92.84634
2853,96.94759
2854,110.36443
2858,100.45012
2861,104.025604
2864,94.951454
2865,116.170555
2866,102.99697
2867,91.81763
2868,113.48578
2870,108.2544
2877,98.81491
2878,110.36443
2880,113.01548
2882,77.5929
2883,97.379974
2884,103.968414
2885,97.78818
2887,96.61743
2888,109.96197
2889,91.310326
2890,104.81063
2891,103.68804
2892,117.36111
2893,93.644684
2898,107.40629
2899,100.6822
2900,109.40208
2901,93.28829
2909,105.57573
2910,111.69758
2911,120.79183
2913,97.29773
2914,104.3357
2918,97.570076
2919,107.92524
2920,91.81748
2921,110.36443
2922,99.27594
2923,101.153404
2925,106.1757
2926,93.15922
2927,110.30208
2929,113.88348
2933,95.735794
2934,106.4717
2936,100.84753
2941,97.26439
2942,95.856285
2943,109.19098
2945,102.87931
2950,95.09412
2951,108.07207
2953,106.44211
2954,99.8522
2955,105.81925
2956,100.74547
2960,104.855934
2962,96.930336
2963,104.6995
2964,106.0137
2966,76.91062
2967,96.6616
2968,98.28513
2969,91.47062
2971,92.55537
2972,107.85928
2974,94.52809
2975,107.059494
2977,118.31163
2980,108.196045
2981,89.08066
2983,103.429726
2984,99.13245
2985,117.55827
2986,97.13911
2987,107.85928
2989,96.24078
2990,107.85783
2991,110.52303
2992,80.2857
2995,104.52897
2996,98.65777
3002,111.172775
3004,108.58372
3005,118.13438
3006,95.273445
3010,98.40123
3011,103.84566
3014,93.15922
3015,95.128716
3016,94.10764
3017,100.050934
3018,93.71799
3021,103.25073
3024,105.18271
3028,97.29338
3030,95.05766
3032,93.52919
3039,94.539505
3040,104.52678
3041,98.751434
3043,111.90458
3044,114.151886
3046,106.38286
3055,95.9354
3056,109.1255
3058,93.36525
3059,105.869774
3061,117.18483
3063,107.14059
3066,94.79307
3067,105.18271
3068,77.25249
3069,96.64624
3072,116.57596
3073,112.789665
3074,95.635216
3077,96.26901
3082,100.956665
3084,104.52897
3085,102.13093
3088,107.38527
3091,95.704666
3092,111.35077
3093,99.47696
3094,104.216736
3096,110.52204
3097,90.502144
3098,78.35607
3102,117.03433
3106,92.74012
3109,95.427605
3111,93.97711
3112,118.13438
3113,96.78519
3115,100.57202
3116,106.43063
3117,96.892624
3121,103.47302
3122,95.249954
3123,95.6095
3124,101.257164
3125,94.10764
3126,99.85563
3127,115.88189
3129,92.77376
3130,114.01532
3132,107.3445
3134,108.22152
3135,104.71249
3137,75.851494
3138,125.67142
3140,106.51196
3144,105.55844
3145,104.994446
3146,111.55143
3147,95.56566
3148,103.12621
3149,105.827965
3150,112.14295
3151,96.38292
3152,96.19326
3155,101.82754
3156,109.01259
3159,92.74208
3161,98.81657
3162,107.30127
3163,95.297646
3165,102.16068
3172,102.81347
3173,99.06665
3176,91.77061
3177,107.762985
3179,107.059494
3183,93.2893
3186,94.2592
3187,98.26259
3189,106.69281
3190,97.351974
3192,115.88189
3193,102.81347
3194,112.75355
3197,95.52546
3198,95.794975
3200,100.91706
3201,118.44866
3202,95.794975
3204,96.012695
3205,93.238495
3206,105.06874
3208,103.94617
3210,103.23939
3211,100.39291
3212,117.18483
3213,98.50661
3214,105.05181
3216,104.81063
3219,93.87707
3220,110.53429
3221,96.78519
3226,107.74263
3227,106.25698
3228,98.306725
3229,98.59769
3232,80.42588
3233,93.994606
3234,96.21803
3236,99.28903
3238,110.59077
3239,109.84126
3240,93.029205
3247,109.94403
3249,105.35974
3252,109.70498
3253,98.26931
3254,103.814606
3255,100.00141
3256,109.313576
3257,95.26077
3262,105.520004
3263,108.36022
3264,100.74547
3266,112.58326
3267,101.20131
3269,97.54674
3272,117.55827
3274,95.52546
3275,104.93471
3277,101.78832
3279,98.91332
3280,107.345665
3283,95.25989
3285,96.61743
3287,103.19035
3288,105.18271
3290,100.09188
3291,92.30137
3298,108.0804
3299,95.397064
3302,106.603676
3303,94.90146
3304,104.36494
3307,93.7585
3309,98.16298
3314,77.03987
3316,110.401054
3317,97.77217
3319,95.06115
3320,108.25269
3321,95.06224
3322,102.53336
3324,93.271
3326,95.19277
3329,101.12226
3330,90.51328
3331,111.9316
3335,117.36111
3337,96.75617
3338,98.53786
3339,98.0708
3340,113.368904
3341,96.30078
3343,94.45999
3346,92.49632
3348,92.592575
3351,105.18271
3352,117.74185
3355,91.72864
3356,111.00935
3358,105.352066
3359,94.250854
3360,102.4922
3371,96.61693
3372,95.68084
3374,96.49759
3377,108.28477
3378,92.49183
3380,107.97623
3382,100.48173
3386,96.75702
3389,102.64573
3391,106.4095
3393,96.783264
3394,106.597015
3395,93.58044
3397,110.36443
3398,102.82303
3399,83.09204
3400,94.870125
3404,105.47898
3407,111.30499
3409,101.57306
3419,101.902405
3421,97.976204
3425,94.81997
3427,81.02167
3428,117.55827
3429,108.05756
3431,96.526215
3435,93.586525
3436,109.2031
3439,97.0045
3441,101.09744
3442,117.55827
3443,102.11564
3444,105.09379
3445,94.08951
3446,108.21541
3449,94.234406
3453,97.399
3457,103.283966
3460,102.69327
3461,106.24246
3462,92.85688
3464,107.14059
3465,77.25249
3466,96.10093
3467,104.909134
3468,96.86405
3469,103.06637
3470,95.06468
3472,110.36443
3473,99.45082
3475,94.44332
3476,109.12548
3478,107.40776
3479,94.458084
3483,94.93177
3484,107.54804
3485,100.70572
3487,94.68543
3488,108.066895
3496,111.96336
3497,99.46959
3499,103.18757
3500,77.096436
3501,97.56558
3504,91.95131
3508,101.82237
3511,95.754036
3512,109.392166
3515,92.25293
3517,95.19265
3518,96.005226
3526,107.81595
3528,113.79255
3529,99.37241
3530,117.08322
3531,92.68365
3532,103.063896
3533,96.61309
3534,95.172935
3535,77.37646
3536,98.392784
3537,111.10853
3538,92.16095
3539,102.72916
3540,103.27732
3545,107.38093
3546,92.07637
3550,108.35525
3551,103.37213
3553,96.13138
3554,102.69327
3557,92.30137
3558,109.19191
3559,94.234406
3561,92.20977
3562,110.36443
3563,96.3326
3564,105.18271
3565,94.08951
3567,94.3034
3571,105.18271
3572,97.96453
3574,109.70726
3576,95.66792
3577,105.84851
3578,95.24864
3579,93.69296
3583,95.356285
3585,103.11744
3586,105.79526
3587,113.12654
3593,93.46833
3594,103.93179
3595,94.65722
3599,95.49521
3600,105.800674
3601,110.36443
3602,94.234406
3604,99.2498
3609,118.355034
3610,106.89064
